interval,player_id,player_name,teams,country,matches_played,batting_innings,runs,balls_faced,fours,sixes,avg_runs_per_game,batting_strike_rate,bowling_innings,balls_bowled,overs_bowled_equivalent,maidens,runs_conceded,wickets,bowling_economy,bowling_strike_rate,batting_hand,batting_style_raw,bowling_hand,bowling_style,bowling_style_raw
1979-1983,2666,Granville De Silva,Sri Lanka,,1,0,0,0,0,0,0.0,,1,24,4.0,0,21,0,5.25,,,,,,
1979-1983,1484,Greg Ritchie,Australia,,2,1,4,7,0,0,2.0,57.14,0,0,,0,0,0,,,,,,,
1979-1983,311,Gregory Stephen Chappell,Australia,,58,56,1685,2279,133,3,29.05,73.94,54,2610,435.0,32,1766,59,4.06,44.24,Right,Right Handed,Right,Medium,Right arm Medium
1979-1983,1822,Gundappa R Viswanath,India,,16,15,291,575,20,0,18.19,50.61,0,0,,0,0,0,,,Right,Right Handed,Right,Leg Break,Right arm Leg Break
1979-1983,1030,Gus Logie,West Indies,,6,1,6,12,0,0,1.0,50.0,1,6,1.0,0,1,0,1.0,,,,,,
1979-1983,422,Guy De Alwis,Sri Lanka,,12,9,198,248,20,3,16.5,79.84,0,0,,0,0,0,,,,,,,
1979-1983,1442,Haroon Rashid,Pakistan,Pakistan,9,7,140,227,10,0,15.56,61.67,0,0,,0,0,0,,,Right,Right Handed,,,
1979-1983,629,Hettiarachige Goonatillake,Sri Lanka,,6,4,31,58,0,0,5.17,53.45,0,0,,0,0,0,,,,,,,
1979-1983,625,Hilary A Gomes,West Indies,,33,23,535,1021,18,1,16.21,52.4,21,916,152.67,8,712,30,4.66,30.53,Left,Left Handed,Right,Medium,Right arm Medium
1979-1983,2018,Iain Butchart,Zimbabwe,,6,6,82,147,5,0,13.67,55.78,5,276,46.0,4,190,3,4.13,92.0,,,,,
1979-1983,282,Ian Callen,Australia,,3,1,0,4,0,0,0.0,0.0,2,96,16.0,1,82,1,5.12,96.0,,,,,
1979-1983,1638,Ian D S Smith,New Zealand,,15,12,87,136,6,1,5.8,63.97,0,0,,0,0,0,,,Right,Right Handed,,,
1979-1983,2700,Ian Gould,England,,18,14,155,243,5,0,8.61,63.79,0,0,,0,0,0,,,,,,,
1979-1983,312,Ian Michael Chappell,Australia,,3,3,131,130,12,0,43.67,100.77,0,0,,0,0,0,,,Right,Right Handed,Right,Leg Break,Right arm Leg Break
1979-1983,212,Ian Terence Botham (Sir),England,,56,48,923,1135,86,24,16.48,81.32,55,2968,494.67,64,2033,77,4.11,38.55,Right,Right Handed,Right,Medium Fast,Right arm Medium Fast
1979-1983,523,Ijaz Faqih,Pakistan,Pakistan,18,13,124,230,11,0,6.89,53.91,17,768,128.0,4,551,6,4.3,128.0,Right,Right hand Bat,Right,Off Break,Right arm Off Break
1979-1983,1470,Isaac Vivian Alexander Richards (Sir),West Indies,,47,45,2123,2483,186,27,45.17,85.5,32,1404,234.0,6,1108,29,4.74,48.41,Right,Right Handed,Right,Off Break,Right arm Off Break
1979-1983,2720,Jack Heron,Zimbabwe,,6,6,50,163,3,0,8.33,30.67,0,0,,0,0,0,,,,,,,
1979-1983,1469,Jack Richards,England,,3,2,3,6,0,0,1.0,50.0,0,0,,0,0,0,,,,,,,
1979-1983,859,Jalal-ud-Din,Pakistan,Pakistan,8,2,5,5,1,0,0.62,100.0,7,306,51.0,7,211,14,4.14,21.86,Right,Right hand Bat,Right,Fast Medium,Right arm Fast Medium
1979-1983,2753,James Love,England,,3,3,61,100,7,0,20.33,61.0,0,0,,0,0,0,,,,,,,
1979-1983,477,Jeff Dujon,West Indies,,27,17,324,486,20,2,12.0,66.67,0,0,,0,0,0,,,,,,,
1979-1983,393,Jeffrey Crowe,New Zealand,,16,16,345,562,24,2,21.56,61.39,1,6,1.0,0,1,0,1.0,,,,,,
1979-1983,1225,Jeffrey K Moss,Australia,,1,1,7,16,0,0,7.0,43.75,0,0,,0,0,0,,,Left,Left Handed,,,
1979-1983,1745,Jeffrey Robert Thomson,Australia,,38,22,119,203,5,1,3.13,58.62,38,2040,340.0,23,1499,43,4.41,47.44,Right,Right Handed,Right,Fast,Right arm Fast
1979-1983,348,Jeremy V Coney,New Zealand,,44,39,950,1482,63,10,21.59,64.1,34,1614,269.0,15,1088,32,4.04,50.44,Right,Right Handed,Right,Medium,Right arm Medium
1979-1983,2818,Jitendra M Patel,Canada,,3,3,3,23,0,0,1.0,13.04,2,91,15.17,0,47,0,3.1,,Left,Left Handed,Left,Orthodox,Slow Left arm Orthodox
1979-1983,590,Joel Garner,West Indies,West Indies,40,23,111,180,2,2,2.77,61.67,40,2272,378.67,50,1216,53,3.21,42.87,Right,Right hand Bat,Right,Fast,Right arm Fast
1979-1983,1050,John A Maclean,Australia,,2,1,11,33,2,0,5.5,33.33,0,0,,0,0,0,,,Right,Right Handed,,,
1979-1983,221,John Bracewell,New Zealand,,3,3,41,37,8,0,13.67,110.81,3,210,35.0,2,155,1,4.43,210.0,,,,,
1979-1983,2925,John C B Vaughan,Canada,,3,3,30,55,4,0,10.0,54.55,2,66,11.0,1,36,0,3.27,,Right,Right Handed,Right,Medium Fast,Right arm Medium Fast
1979-1983,489,John Dyson,Australia,Australia,29,27,755,1622,55,2,26.03,46.55,0,0,,0,0,0,,,Right,Right hand Bat,,,
1979-1983,509,John E Emburey,England,,8,7,31,66,2,0,3.88,46.97,8,435,72.5,9,262,5,3.61,87.0,Right,Right Handed,Right,Off Break,Right arm Off Break
1979-1983,1220,John F M Morrison,New Zealand,,12,9,141,244,12,0,11.75,57.79,7,283,47.17,1,199,8,4.22,35.38,Right,Right Handed,Left,Orthodox,Slow Left arm Orthodox
1979-1983,1458,John F Reid,New Zealand,,2,2,25,45,1,0,12.5,55.56,0,0,,0,0,0,,,Left,Left Handed,,,
1979-1983,1944,John G Wright,New Zealand,,45,45,1366,2491,125,3,30.36,54.84,2,18,3.0,1,2,0,0.67,,Left,Left Handed,,,
1979-1983,1004,John K Lever,England,,12,5,20,38,0,0,1.67,52.63,12,558,93.0,9,388,9,4.17,62.0,Right,Right Handed,Left,Fast Medium,Left arm Fast Medium
1979-1983,230,John M Brearley,England,,18,17,304,698,21,0,16.89,43.55,0,0,,0,0,0,,,Right,Right Handed,,,
1979-1983,1326,John M Parker,New Zealand,,12,11,115,203,8,0,9.58,56.65,0,0,,0,0,0,,,Right,Right Handed,,,
1979-1983,1056,John Maguire,Australia,,6,2,3,11,0,0,0.5,27.27,4,181,30.17,4,128,5,4.24,36.2,,,,,
1979-1983,2921,John N Valentine,Canada,,3,2,3,17,0,0,1.0,17.65,3,114,19.0,5,66,3,3.47,38.0,Left,Left Handed,Left,Medium,Left arm Medium
1979-1983,1904,Julien M Wiener,Australia,,7,7,140,324,12,0,20.0,43.21,2,24,4.0,0,34,0,8.5,,Right,Right Handed,Right,Off Break,Right arm Off Break
1979-1983,443,Kapil Dev,India,India,43,43,1024,969,82,27,23.81,105.68,41,2283,380.5,64,1342,51,3.53,44.76,Right,Right Handed,Right,Fast Medium,Right arm Fast Medium
1979-1983,601,Karsan D Ghavri,India,,15,14,108,178,8,0,7.2,60.67,14,793,132.17,9,524,13,3.96,61.0,Left,Left Handed,Left,Fast Medium,Left arm Fast Medium
1979-1983,547,Keith Fletcher,England,,5,5,150,217,11,4,30.0,69.12,0,0,,0,0,0,,,,,,,
1979-1983,2757,Kenneth MacLeay,Australia,,7,7,73,79,5,3,10.43,92.41,7,419,69.83,6,300,11,4.3,38.09,,,,,
1979-1983,1885,Kepler Christoffel Wessels,Australia,Australia,14,14,429,763,39,0,30.64,56.23,0,0,,0,0,0,,,Left,Left hand Bat,,,
1979-1983,2659,Kevin Curran,Zimbabwe,,6,6,212,315,17,1,35.33,67.3,5,296,49.33,3,230,5,4.66,59.2,,,,,
1979-1983,1847,Kevin Douglas Walters,Australia,,15,12,283,386,13,0,18.87,73.32,3,66,11.0,0,58,0,5.27,,Right,Right Handed,Right,Medium,Right arm Medium
1979-1983,1945,Kevin J Wright,Australia,,5,2,29,52,0,0,5.8,55.77,0,0,,0,0,0,,,Right,Right Handed,,,
1979-1983,810,Kimberley John Hughes,Australia,,69,63,1415,2101,101,8,20.51,67.35,0,0,,0,0,0,,,Right,Right Handed,,,
1979-1983,108,Kirtivardhan Azad,India,India,15,14,182,279,16,3,12.13,65.23,5,180,30.0,3,97,3,3.23,60.0,Right,Right Handed,Right,Off Break,Right arm Off Break
1979-1983,1664,Kris Srikkanth,India,,24,24,624,869,60,6,26.0,71.81,1,12,2.0,0,27,0,13.5,,,,,,
1979-1983,904,Lalith Kaluperuma,Sri Lanka,,1,1,14,14,1,0,14.0,100.0,1,42,7.0,0,35,1,5.0,42.0,,,,,
1979-1983,1509,Lawrence G Rowe,West Indies,,7,4,72,132,5,0,10.29,54.55,0,0,,0,0,0,,,Right,Right Handed,Left,Fast Medium,Left arm Fast Medium
1979-1983,1338,Leonard S Pascoe,Australia,,27,10,35,90,2,0,1.3,38.89,26,1440,240.0,20,978,50,4.08,28.8,Right,Right Handed,Right,Fast,Right arm Fast
1979-1983,2897,Leslie W Stott,New Zealand,,1,0,0,0,0,0,0.0,,1,72,12.0,1,48,3,4.0,24.0,Right,Right Handed,Right,Medium,Right arm Medium
1979-1983,1162,Louis Rohan Duleep Mendis,Sri Lanka,,22,20,441,611,30,5,20.05,72.18,0,0,,0,0,0,,,Right,Right Handed,,,
1979-1983,929,Majid Jahangir Khan,Pakistan,Pakistan,13,13,330,481,22,4,25.38,68.61,11,516,86.0,10,304,10,3.53,51.6,Right,Right hand Bat,Right,Medium,"Right arm Medium, Right arm Off Break"
1979-1983,1090,Malcolm D Marshall,West Indies,,27,16,147,222,8,1,5.44,66.22,27,1476,246.0,23,762,33,3.1,44.73,Right,Right Handed,Right,Fast,Right arm Fast
1979-1983,1608,Maninder Singh,India,India,2,0,0,0,0,0,0.0,,2,102,17.0,0,109,1,6.41,102.0,Right,Right hand Bat,Left,Orthodox,Slow Left arm Orthodox
1979-1983,28,Mansoor Akhtar,Pakistan,Pakistan,20,14,217,385,17,0,10.85,56.36,4,90,15.0,2,56,1,3.73,90.0,Right,Right hand Bat,Right,Medium,Right arm Medium
1979-1983,256,Mark G Burgess,New Zealand,,17,13,243,379,13,0,14.29,64.12,2,66,11.0,0,59,0,5.36,,Right,Right Handed,Right,Medium,Right arm Medium
1979-1983,1647,Martin C Snedden,New Zealand,,37,19,223,314,17,1,6.03,71.02,37,1892,315.33,30,1398,47,4.43,40.26,Left,Left Handed,Right,Medium Fast,Right arm Medium Fast
1979-1983,394,Martin Crowe,New Zealand,,12,11,328,466,24,1,27.33,70.39,8,276,46.0,7,230,8,5.0,34.5,,,,,
1979-1983,921,Martin Kent,Australia,,5,5,78,133,6,0,15.6,58.65,0,0,,0,0,0,,,,,,,
1979-1983,2895,Martin P Stead,Canada,,2,2,10,45,1,0,5.0,22.22,2,29,4.83,0,24,0,4.97,,Right,Right Handed,Right,Medium,Right arm Medium
1979-1983,1839,Maxwell Henry Norman Walker,Australia,,6,4,18,58,0,0,3.0,31.03,6,324,54.0,7,170,3,3.15,108.0,Right,Right Handed,Right,Fast Medium,Right arm Fast Medium
1979-1983,781,Michael A Holding,West Indies,,46,22,85,160,2,2,1.85,53.12,46,2500,416.67,58,1303,66,3.13,37.88,Right,Right Handed,Right,Fast,Right arm Fast
1979-1983,752,Michael Hendrick,England,,14,5,1,11,0,0,0.07,9.09,14,798,133.0,26,422,25,3.17,31.92,Right,Right Handed,Right,Fast Medium,Right arm Fast Medium
1979-1983,1073,Michael Malone,Australia,,8,5,31,54,4,0,3.88,57.41,8,480,80.0,13,251,9,3.14,53.33,,,,,
1979-1983,1899,Michael Whitney,Australia,,1,1,1,2,0,0,1.0,50.0,1,42,7.0,3,19,2,2.71,21.0,,,,,
1979-1983,593,Michael William Gatting,England,,21,19,522,688,50,7,24.86,75.87,2,72,12.0,3,48,1,4.0,72.0,Right,Right Handed,Right,Medium,Right arm Medium
1979-1983,2833,Milton R Pydanna,West Indies,,3,1,2,3,0,0,0.67,66.67,0,0,,0,0,0,,,Right,Right Handed,,,
1979-1983,1888,Mithra Wettimuny,Sri Lanka,,1,1,2,11,0,0,2.0,18.18,0,0,,0,0,0,,,,,,,
1979-1983,928,Mohammad Imran Khan,Pakistan,Pakistan,33,26,687,924,52,5,20.82,74.35,25,1349,224.83,35,713,33,3.17,40.88,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
1979-1983,1410,Mohammad Iqbal Qasim,Pakistan,Pakistan,7,3,21,34,2,0,3.0,61.76,6,276,46.0,2,264,3,5.74,92.0,Left,Left hand Bat,Left,Orthodox,Slow Left arm Orthodox
1979-1983,1169,Mohammad Javed Miandad Khan,Pakistan,Pakistan,35,33,1081,1433,79,11,30.89,75.44,2,30,5.0,0,23,0,4.6,,Right,Right hand Bat,,Leg Break Googly,Leg Break Googly
1979-1983,1260,Mohammad Nazir,Pakistan,Pakistan,3,2,2,8,0,0,0.67,25.0,3,168,28.0,3,89,3,3.18,56.0,Right,Right hand Bat,Right,Off Break,Right arm Off Break
1979-1983,63,Mohinder Amarnath,India,India,26,24,555,1073,30,1,21.35,51.72,22,1058,176.33,7,821,17,4.66,62.24,Right,Right Handed,Right,Medium,Right arm Medium
1979-1983,930,Mohsin Khan,Pakistan,,26,26,773,1343,65,3,29.73,57.56,2,12,2.0,0,5,1,2.5,12.0,,,,,
1979-1983,1258,Mudassar Nazar,Pakistan,Pakistan,34,33,776,1498,55,0,22.82,51.8,30,1351,225.17,17,919,35,4.08,38.6,Right,Right hand Bat,Right,Medium,Right arm Medium
1979-1983,373,Norman Cowans,England,,9,3,5,19,0,0,0.56,26.32,9,492,82.0,8,347,10,4.23,49.2,,,,,
1979-1983,58,Paul Allott,England,,10,5,13,20,1,0,1.3,65.0,10,651,108.5,17,420,13,3.87,50.08,,,,,
1979-1983,1129,Paul E McEwan,New Zealand,,9,8,123,217,4,0,13.67,56.68,8,342,57.0,2,281,5,4.93,68.4,Right,Right Handed,,,
1979-1983,1757,Peter M Toohey,Australia,,3,2,70,83,2,0,23.33,84.34,0,0,,0,0,0,,,Right,Right Handed,,,
1979-1983,2841,Peter Rawson,Zimbabwe,,6,4,24,53,1,0,4.0,45.28,5,301,50.17,7,201,8,4.01,37.62,,,,,
1979-1983,1876,Peter Webb,New Zealand,,4,4,30,89,2,0,7.5,33.71,0,0,,0,0,0,,,,,,,
1979-1983,1912,Peter Willey,England,England,17,16,468,731,40,0,27.53,64.02,15,690,115.0,5,452,9,3.93,76.67,Right,Right hand Bat,Right,Off Break,Right arm Off Break
1979-1983,296,Philip H Carlson,Australia,,4,2,11,30,2,0,2.75,36.67,3,126,21.0,3,70,2,3.33,63.0,Right,Right Handed,Right,Medium,Right arm Medium
1979-1983,494,Phillippe H Edmonds,England,,6,3,22,73,1,0,3.67,30.14,4,198,33.0,3,99,4,3.0,49.5,Right,Right Handed,Left,Orthodox,Slow Left arm Orthodox
1979-1983,1301,Qasim Omar,Pakistan,,1,1,5,26,1,0,5.0,19.23,0,0,,0,0,0,,,,,,,
1979-1983,684,Raja Azeem Hafeez,Pakistan,Pakistan,2,2,12,12,2,0,6.0,100.0,2,100,16.67,1,67,1,4.02,100.0,Left,Left hand Bat,Left,Fast Medium,Left arm Fast Medium
1979-1983,959,Rajiv Kulkarni,India,,1,1,1,4,0,0,1.0,25.0,1,54,9.0,1,26,0,2.89,,,,,,
1979-1983,2837,Randhir Singh,India,,2,0,0,0,0,0,0.0,,2,72,12.0,0,48,1,4.0,72.0,,,,,
1979-1983,1054,Ranjan Senerath Madugalle,Sri Lanka,,21,18,336,481,26,5,16.0,69.85,0,0,,0,0,0,,,Right,Right Handed,Right,Off Break,Right arm Off Break
1979-1983,933,Rashid Khan,Pakistan,Pakistan,11,2,13,24,0,0,1.18,54.17,11,588,98.0,13,429,10,4.38,58.8,Right,Right hand Bat,Right,Fast Medium,Right arm Fast Medium
